,Date,TotalCash,TotalValue
5279,2020-12-24,99861.5625,100135.40252599999
5280,2020-12-28,99861.5625,100132.232513
5281,2020-12-29,99861.5625,100132.942535
5282,2020-12-30,99861.5625,100132.41253599999
5283,2020-12-31,99861.5625,100130.52252099999
5284,2021-01-04,99861.5625,100135.612517
5285,2021-01-05,99861.5625,100133.072539
5286,2021-01-06,99861.5625,100130.85253799999
5287,2021-01-07,99861.5625,100125.30252
5288,2021-01-08,99861.5625,100123.14251599999
5289,2021-01-11,99861.5625,100125.712524
5290,2021-01-12,99861.5625,100125.632537
5291,2021-01-13,99861.5625,100124.612517
5292,2021-01-14,99861.5625,100125.942535
5293,2021-01-15,99861.5625,100128.70251399999
5294,2021-01-19,99861.5625,100125.752532
5295,2021-01-20,99861.5625,100120.512511
5296,2021-01-21,99861.5625,100120.16253599999
5297,2021-01-22,99861.5625,100121.52252099999
5298,2021-01-25,99861.5625,100120.012511
5299,2021-01-26,99861.5625,100120.612517
5300,2021-01-27,99861.5625,100129.992522
5301,2021-01-28,99861.5625,100126.77252099999
5302,2021-01-29,99861.5625,100134.33251899999
5303,2021-02-01,99861.5625,100128.172515
5304,2021-02-02,99861.5625,100122.85253799999
5305,2021-02-03,99861.5625,100122.55252
5306,2021-02-04,99861.5625,100118.212524
5307,2021-02-05,99861.5625,100116.692535
5308,2021-02-08,99861.5625,100113.89251599999
5309,2021-02-09,99861.5625,100114.15252599999
5310,2021-02-10,99861.5625,100114.322539
5311,2021-02-11,99861.5625,100113.692535
5312,2021-02-12,99861.5625,100111.762511
5313,2021-02-16,99861.5625,100112.10253799999
5314,2021-02-17,99861.5625,100112.012511
5315,2021-02-18,99861.5625,100113.682525
5316,2021-02-19,99861.5625,100114.372527
5317,2021-02-22,99861.5625,100117.372527
5318,2021-02-23,99861.5625,100116.90252599999
5319,2021-02-24,99861.5625,100112.632537
5320,2021-02-25,99861.5625,100122.072539
5321,2021-02-26,99861.5625,100124.042541
5322,2021-03-01,99861.5625,100114.822539
5323,2021-03-02,99861.5625,100117.862517
5324,2021-03-03,99861.5625,100122.982513
5325,2021-03-04,99861.5625,100127.70251399999
5326,2021-03-05,99861.5625,100120.77252099999
5327,2021-03-08,99861.5625,100122.682525
5328,2021-03-09,99861.5625,100117.232513
5329,2021-03-10,99861.5625,100114.822539
5330,2021-03-11,99861.5625,100110.872527
5331,2021-03-12,99861.5625,100110.342528
5332,2021-03-15,99861.5625,100107.992522
5333,2021-03-16,99861.5625,100108.492522
5334,2021-03-17,99861.5625,100107.14251599999
5335,2021-03-18,99861.5625,100112.922515
5336,2021-03-19,99861.5625,100114.922515
5337,2021-03-22,99861.5625,100111.81253
5338,2021-03-23,99861.5625,100114.90252599999
5339,2021-03-24,99861.5625,100116.882537
5340,2021-03-25,99861.5625,100114.70251399999
5341,2021-03-26,99861.5625,100108.422515
5342,2021-03-29,99861.5625,100108.622527
5343,2021-03-30,99861.5625,100109.672515
5344,2021-03-31,99861.5625,100108.072539
5345,2021-04-01,99861.5625,100103.792541
5346,2021-04-05,99861.5625,100098.042541
5347,2021-04-06,99861.5625,100098.28253099999
5348,2021-04-07,99861.5625,100097.81253
5349,2021-04-08,99861.5625,100095.882537
5350,2021-04-09,99861.5625,100092.91253599999
5351,2021-04-12,99861.5625,100092.762511
5352,2021-04-13,99861.5625,100091.542541
5353,2021-04-14,99861.5625,100092.95251399999
5354,2021-04-15,99861.5625,100088.53253099999
5355,2021-04-16,99861.5625,100087.14251599999
5356,2021-04-19,99861.5625,100089.192535
5357,2021-04-20,99861.5625,100092.232513
5358,2021-04-21,99861.5625,100088.33251899999
5359,2021-04-22,99861.5625,100092.132537
5360,2021-04-23,99861.5625,100087.66253599999
5361,2021-04-26,99861.5625,100086.792541
5362,2021-04-27,99861.5625,100086.882537
5363,2021-04-28,99861.5625,100087.002532
5364,2021-04-29,99861.5625,100084.342528
5365,2021-04-30,99861.5625,100087.10253799999
5366,2021-05-03,99861.5625,100086.20251399999
5367,2021-05-04,99861.5625,100088.78253099999
5368,2021-05-05,99861.5625,100088.65252599999
5369,2021-05-06,99861.5625,100085.33251899999
5370,2021-05-07,99861.5625,100082.28253099999
5371,2021-05-10,99861.5625,100086.462524
5372,2021-05-11,99861.5625,100090.192535
5373,2021-05-12,99861.5625,100098.992522
5374,2021-05-13,99861.5625,100094.122527
5375,2021-05-14,99861.5625,100087.822539
5376,2021-05-17,99861.5625,100088.882537
5377,2021-05-18,99861.5625,100092.462524
5378,2021-05-19,99861.5625,100093.542541
5379,2021-05-20,99861.5625,100089.122527
5380,2021-05-21,99861.5625,100089.462524
