,Date,Positive,Negative
0,2001-02-22,,-25.059996999999996
1,2003-06-18,36.519997000000004,
2,2008-01-17,,-30.419999000000004
3,2009-10-13,0.9599989999999963,
4,2011-10-04,27.909997000000004,
5,2012-02-22,49.95001199999999,
6,2016-01-21,26.979995000000002,
7,2016-07-11,44.01001000000002,
8,2018-12-18,36.28997799999996,
9,2019-04-30,,-8.849974999999972
10,2020-03-10,54.40997299999998,
11,2020-08-19,65.44000199999999,
12,2022-05-10,,0.0
